category,log
user-logout,pure-ftpd: (rachelsummers@103.36.126.19) [INFO] Logout.
user-logout,pure-ftpd: (anthonybrown@112.57.86.60) [INFO] Logout.
user-logout,pure-ftpd: (robin32@68.238.193.150) [INFO] Logout.
user-logout,pure-ftpd: (rachel12@203.192.249.197) [INFO] Logout.
user-logout,pure-ftpd: (nwashington@181.252.203.219) [INFO] Logout.
user-logout,pure-ftpd: (jennifer09@5.152.18.71) [INFO] Logout.
user-logout,pure-ftpd: (lopezbrenda@101.33.168.237) [INFO] Logout.
user-logout,pure-ftpd: (dustiningram@114.243.57.242) [INFO] Logout.
user-logout,pure-ftpd: (johnsonjoseph@120.254.22.169) [INFO] Logout.
user-logout,pure-ftpd: (stephenshepard@115.141.189.92) [INFO] Logout.
user-logout,pure-ftpd: (daniel19@205.214.158.55) [INFO] Logout.
user-logout,pure-ftpd: (ymerritt@154.26.217.65) [INFO] Logout.
user-logout,pure-ftpd: (richard67@146.242.102.208) [INFO] Logout.
user-logout,pure-ftpd: (brucemoran@140.157.65.130) [INFO] Logout.
user-logout,pure-ftpd: (stephen36@55.225.128.37) [INFO] Logout.
user-logout,pure-ftpd: (paul76@79.75.223.211) [INFO] Logout.
user-logout,pure-ftpd: (wendycunningham@6.47.179.201) [INFO] Logout.
user-logout,pure-ftpd: (deanna68@84.27.250.40) [INFO] Logout.
user-logout,pure-ftpd: (patrick86@14.124.16.73) [INFO] Logout.
user-logout,pure-ftpd: (johnnyevans@66.109.191.90) [INFO] Logout.
user-logout,pure-ftpd: (cjones@83.158.21.248) [INFO] Logout.
user-logout,pure-ftpd: (keithwalters@38.190.13.156) [INFO] Logout.
user-logout,pure-ftpd: (diazlinda@104.29.242.135) [INFO] Logout.
user-logout,pure-ftpd: (daymichelle@221.6.179.125) [INFO] Logout.
user-logout,pure-ftpd: (jeffrey24@190.207.18.231) [INFO] Logout.
user-logout,pure-ftpd: (basssarah@183.154.211.72) [INFO] Logout.
user-logout,pure-ftpd: (brooke01@214.109.108.174) [INFO] Logout.
user-logout,pure-ftpd: (jonesdonna@93.94.117.203) [INFO] Logout.
user-logout,pure-ftpd: (xpatel@111.207.54.222) [INFO] Logout.
user-logout,pure-ftpd: (morsejenny@112.227.134.218) [INFO] Logout.
user-logout,pure-ftpd: (krystal09@161.154.70.41) [INFO] Logout.
user-logout,pure-ftpd: (jeffreygarcia@2.221.24.215) [INFO] Logout.
user-logout,pure-ftpd: (dhenderson@4.4.133.177) [INFO] Logout.
user-logout,pure-ftpd: (jamiecollins@144.43.161.166) [INFO] Logout.
user-logout,pure-ftpd: (dylanwilliams@27.7.32.13) [INFO] Logout.
user-logout,pure-ftpd: (lauren38@100.41.240.203) [INFO] Logout.
user-logout,pure-ftpd: (tracygibson@80.140.205.21) [INFO] Logout.
user-logout,pure-ftpd: (cynthiaball@66.206.41.163) [INFO] Logout.
user-logout,pure-ftpd: (brownsamantha@91.138.139.207) [INFO] Logout.
user-logout,pure-ftpd: (collinsmelanie@202.67.4.7) [INFO] Logout.
user-logout,pure-ftpd: (fkirk@39.198.250.231) [INFO] Logout.
user-logout,pure-ftpd: (gallegosthomas@2.142.223.153) [INFO] Logout.
user-logout,pure-ftpd: (ahenderson@41.2.214.241) [INFO] Logout.
user-logout,pure-ftpd: (xmeyer@1.211.35.167) [INFO] Logout.
user-logout,pure-ftpd: (nsanford@143.118.215.167) [INFO] Logout.
user-logout,pure-ftpd: (dana44@103.12.30.140) [INFO] Logout.
user-logout,pure-ftpd: (hernandeztaylor@79.25.250.54) [INFO] Logout.
user-logout,pure-ftpd: (moralesdavid@181.234.212.85) [INFO] Logout.
user-logout,pure-ftpd: (richard25@69.200.30.230) [INFO] Logout.
user-logout,pure-ftpd: (abrown@75.141.248.148) [INFO] Logout.
user-logout,pure-ftpd: (pmarquez@130.230.211.68) [INFO] Logout.
user-logout,pure-ftpd: (sanchezemily@98.88.82.86) [INFO] Logout.
user-logout,pure-ftpd: (oowens@182.92.188.21) [INFO] Logout.
user-logout,pure-ftpd: (rossroberta@131.153.152.198) [INFO] Logout.
user-logout,pure-ftpd: (denisesmith@132.169.214.181) [INFO] Logout.
user-logout,pure-ftpd: (rodriguezmary@198.45.94.37) [INFO] Logout.
user-logout,pure-ftpd: (daviseric@82.233.9.133) [INFO] Logout.
user-logout,pure-ftpd: (wjimenez@201.203.212.125) [INFO] Logout.
user-logout,pure-ftpd: (douglas17@49.224.105.139) [INFO] Logout.
user-logout,pure-ftpd: (john34@182.8.55.146) [INFO] Logout.
user-logout,pure-ftpd: (davidconway@204.17.144.155) [INFO] Logout.
user-logout,pure-ftpd: (orrjennifer@148.245.69.10) [INFO] Logout.
user-logout,pure-ftpd: (grichardson@203.8.162.98) [INFO] Logout.
user-logout,pure-ftpd: (rickyjames@109.251.98.218) [INFO] Logout.
user-logout,pure-ftpd: (stacey86@131.13.39.209) [INFO] Logout.
user-logout,pure-ftpd: (elizabeth62@34.52.172.77) [INFO] Logout.
user-logout,pure-ftpd: (dianaleach@12.39.205.78) [INFO] Logout.
user-logout,pure-ftpd: (whayden@126.64.107.128) [INFO] Logout.
user-logout,pure-ftpd: (rharris@203.232.129.189) [INFO] Logout.
user-logout,pure-ftpd: (jessicaturner@79.30.254.226) [INFO] Logout.
user-logout,pure-ftpd: (jeremy38@78.188.39.173) [INFO] Logout.
user-logout,pure-ftpd: (isandoval@210.39.214.232) [INFO] Logout.
user-logout,pure-ftpd: (virginiafernandez@170.6.164.41) [INFO] Logout.
user-logout,pure-ftpd: (jenniferpena@183.248.107.42) [INFO] Logout.
user-logout,pure-ftpd: (sonyapotts@149.89.204.101) [INFO] Logout.
user-logout,pure-ftpd: (kristinbeard@7.110.75.230) [INFO] Logout.
user-logout,pure-ftpd: (sherry07@190.44.105.29) [INFO] Logout.
user-logout,pure-ftpd: (kathyturner@133.245.156.208) [INFO] Logout.
user-logout,pure-ftpd: (omorris@186.236.82.127) [INFO] Logout.
user-logout,pure-ftpd: (obell@185.65.8.195) [INFO] Logout.
user-logout,pure-ftpd: (tgonzalez@142.177.89.119) [INFO] Logout.
user-logout,pure-ftpd: (heatherhenderson@212.251.234.125) [INFO] Logout.
user-logout,pure-ftpd: (spearsaaron@196.4.34.137) [INFO] Logout.
user-logout,pure-ftpd: (bradleybest@20.36.179.86) [INFO] Logout.
user-logout,pure-ftpd: (deborah27@71.145.163.132) [INFO] Logout.
user-logout,pure-ftpd: (yriley@109.60.105.23) [INFO] Logout.
user-logout,pure-ftpd: (michaelpatel@142.12.174.87) [INFO] Logout.
user-logout,pure-ftpd: (nancycruz@105.226.39.68) [INFO] Logout.
user-logout,pure-ftpd: (ryan76@15.131.173.101) [INFO] Logout.
user-logout,pure-ftpd: (mirandali@16.125.247.138) [INFO] Logout.
user-logout,Jun 24 19:28:02 prepare %PIX-9-299200:  SSH session from 12.107.74.126 on interface recognize for user "rodgersjerry" disconnected by SSH server, reason: "TCP connection closed" (0xA1)
user-logout,Dec 05 19:47:45 run %PIX-7-548058:  SSH session from 76.169.180.195 on interface sea for user "zrojas" disconnected by SSH server, reason: "TCP connection closed" (0xF2)
user-logout,Mar 09 14:23:09 certain %PIX-0-510860:  SSH session from 193.193.228.29 on interface base for user "bethanyharris" disconnected by SSH server, reason: "TCP connection closed" (0x6E)
user-logout,Sep 19 11:29:30 painting %PIX-8-677297:  SSH session from 174.40.228.239 on interface tax for user "jacksonrobert" disconnected by SSH server, reason: "TCP connection closed" (0x13)
user-logout,Feb 20 15:55:22 scene %PIX-9-509343:  SSH session from 117.185.36.18 on interface special for user "williamspaula" disconnected by SSH server, reason: "TCP connection closed" (0x1D)
user-logout,Apr 22 12:31:52 fill %PIX-3-671393:  SSH session from 165.172.144.169 on interface wide for user "laura13" disconnected by SSH server, reason: "TCP connection closed" (0x8E)
user-logout,Apr 11 19:46:13 present %PIX-8-481886:  SSH session from 140.146.230.179 on interface cause for user "kevinmaldonado" disconnected by SSH server, reason: "TCP connection closed" (0x66)
user-logout,May 03 10:03:04 mouth %PIX-5-554576:  SSH session from 163.214.71.3 on interface kid for user "kristabridges" disconnected by SSH server, reason: "TCP connection closed" (0x2F)
user-logout,Mar 27 22:24:33 look %PIX-8-306171:  SSH session from 212.76.54.195 on interface magazine for user "patriciaknapp" disconnected by SSH server, reason: "TCP connection closed" (0xCA)
user-logout,Oct 20 01:02:12 keep %PIX-1-616650:  SSH session from 218.68.23.152 on interface process for user "joannawilson" disconnected by SSH server, reason: "TCP connection closed" (0x3F)
user-logout,Nov 26 02:25:46 generation %PIX-6-910281:  SSH session from 77.26.159.208 on interface my for user "corymorris" disconnected by SSH server, reason: "TCP connection closed" (0x02)
user-logout,Jun 28 22:27:04 writer %PIX-5-832009:  SSH session from 190.45.134.156 on interface return for user "clarkerin" disconnected by SSH server, reason: "TCP connection closed" (0x78)
user-logout,Jun 08 00:10:10 board %PIX-3-493362:  SSH session from 109.242.242.241 on interface these for user "hturner" disconnected by SSH server, reason: "TCP connection closed" (0x31)
user-logout,Apr 07 16:27:45 could %PIX-4-505420:  SSH session from 11.156.20.135 on interface send for user "shieldspamela" disconnected by SSH server, reason: "TCP connection closed" (0x77)
user-logout,Dec 29 02:31:26 success %PIX-4-434145:  SSH session from 151.8.42.18 on interface recent for user "johnmiller" disconnected by SSH server, reason: "TCP connection closed" (0x64)
user-logout,Feb 26 04:59:24 again %PIX-0-908310:  SSH session from 18.78.92.150 on interface bring for user "gilbertcandice" disconnected by SSH server, reason: "TCP connection closed" (0xCB)
user-logout,Jun 19 11:59:30 parent %PIX-1-587313:  SSH session from 54.181.12.61 on interface box for user "hdavis" disconnected by SSH server, reason: "TCP connection closed" (0xA7)
user-logout,Mar 01 01:02:36 world %PIX-9-127320:  SSH session from 180.182.2.99 on interface hear for user "zmckenzie" disconnected by SSH server, reason: "TCP connection closed" (0xA0)
user-logout,May 17 22:16:08 cultural %PIX-6-917105:  SSH session from 165.60.111.36 on interface professor for user "xbrown" disconnected by SSH server, reason: "TCP connection closed" (0x96)
user-logout,Dec 20 13:16:08 dog %PIX-3-78059:  SSH session from 117.128.103.181 on interface coach for user "clarkmartin" disconnected by SSH server, reason: "TCP connection closed" (0xE2)
user-logout,Apr 17 09:54:47 performance %PIX-0-47473:  SSH session from 107.213.77.194 on interface peace for user "sullivanbarbara" disconnected by SSH server, reason: "TCP connection closed" (0x7B)
user-logout,Jan 15 01:09:37 include %PIX-0-531420:  SSH session from 102.54.100.183 on interface chair for user "john23" disconnected by SSH server, reason: "TCP connection closed" (0xD3)
user-logout,Dec 07 12:40:44 authority %PIX-9-356350:  SSH session from 3.152.248.150 on interface player for user "paige97" disconnected by SSH server, reason: "TCP connection closed" (0xD7)
user-logout,May 26 18:23:50 four %PIX-7-328913:  SSH session from 192.230.32.104 on interface whom for user "williegomez" disconnected by SSH server, reason: "TCP connection closed" (0x36)
user-logout,Nov 07 13:37:24 various %PIX-0-546758:  SSH session from 140.40.2.251 on interface draw for user "tylerbrian" disconnected by SSH server, reason: "TCP connection closed" (0x68)
user-logout,Feb 24 05:04:16 vote %PIX-6-160977:  SSH session from 122.106.39.163 on interface bit for user "perezdanielle" disconnected by SSH server, reason: "TCP connection closed" (0x2C)
user-logout,Jul 11 10:46:27 environmental %PIX-8-785273:  SSH session from 112.76.142.63 on interface figure for user "vhoffman" disconnected by SSH server, reason: "TCP connection closed" (0x0C)
user-logout,Dec 15 04:16:20 to %PIX-7-544460:  SSH session from 12.110.224.13 on interface mention for user "beardcorey" disconnected by SSH server, reason: "TCP connection closed" (0x97)
user-logout,Feb 17 21:26:39 act %PIX-1-882166:  SSH session from 172.103.26.219 on interface hospital for user "valenzuelastephanie" disconnected by SSH server, reason: "TCP connection closed" (0xC8)
user-logout,Oct 21 10:41:11 surface %PIX-0-938896:  SSH session from 196.146.193.237 on interface have for user "ryanwhite" disconnected by SSH server, reason: "TCP connection closed" (0x35)
user-logout,Nov 17 09:37:54 entire %PIX-6-984708:  SSH session from 13.30.160.144 on interface name for user "trobinson" disconnected by SSH server, reason: "TCP connection closed" (0x8D)
user-logout,Mar 20 19:44:36 president %PIX-1-869544:  SSH session from 152.77.81.232 on interface player for user "wilsonrobert" disconnected by SSH server, reason: "TCP connection closed" (0x6F)
user-logout,May 14 06:28:35 him %PIX-0-920197:  SSH session from 31.97.47.145 on interface huge for user "patricia03" disconnected by SSH server, reason: "TCP connection closed" (0xEE)
user-logout,May 08 23:42:31 actually %PIX-9-854978:  SSH session from 101.56.196.84 on interface respond for user "chase11" disconnected by SSH server, reason: "TCP connection closed" (0x00)
user-logout,Nov 17 02:54:58 Mr %PIX-8-647996:  SSH session from 55.188.31.7 on interface chair for user "thomas45" disconnected by SSH server, reason: "TCP connection closed" (0xBD)
user-logout,Jul 31 00:26:35 protect %PIX-6-689395:  SSH session from 69.63.36.131 on interface politics for user "jkramer" disconnected by SSH server, reason: "TCP connection closed" (0x73)
user-logout,Feb 01 02:09:33 assume %PIX-5-978936:  SSH session from 221.67.3.99 on interface or for user "jacobcastaneda" disconnected by SSH server, reason: "TCP connection closed" (0x14)
user-logout,Dec 24 23:55:45 trial %PIX-8-847430:  SSH session from 19.169.119.52 on interface system for user "robert20" disconnected by SSH server, reason: "TCP connection closed" (0xF8)
user-logout,Apr 12 00:12:23 material %PIX-8-542136:  SSH session from 14.35.87.217 on interface effort for user "ellisonbrian" disconnected by SSH server, reason: "TCP connection closed" (0x01)
user-logout,Feb 28 20:27:30 property %PIX-9-430920:  SSH session from 74.217.204.146 on interface family for user "ahobbs" disconnected by SSH server, reason: "TCP connection closed" (0x01)
user-logout,Feb 21 11:23:30 artist %PIX-9-366438:  SSH session from 121.216.139.48 on interface wide for user "ibell" disconnected by SSH server, reason: "TCP connection closed" (0x14)
user-logout,Oct 03 20:22:39 better %PIX-9-967375:  SSH session from 117.148.67.26 on interface parent for user "bharding" disconnected by SSH server, reason: "TCP connection closed" (0x54)
user-logout,Jun 05 02:34:54 gas %PIX-3-50613:  SSH session from 195.64.244.8 on interface fund for user "luis58" disconnected by SSH server, reason: "TCP connection closed" (0x33)
user-logout,Jun 10 13:26:44 still %PIX-8-236800:  SSH session from 92.203.151.231 on interface many for user "jeremybrewer" disconnected by SSH server, reason: "TCP connection closed" (0x28)
user-logout,Jun 22 03:16:00 cup %PIX-3-553209:  SSH session from 210.245.97.70 on interface play for user "antoniolarson" disconnected by SSH server, reason: "TCP connection closed" (0xFB)
user-logout,Jan 19 09:45:25 machine %PIX-3-886899:  SSH session from 69.47.253.22 on interface cup for user "oneilllauren" disconnected by SSH server, reason: "TCP connection closed" (0x81)
user-logout,Mar 06 17:13:34 commercial %PIX-8-569652:  SSH session from 63.11.220.80 on interface magazine for user "dana08" disconnected by SSH server, reason: "TCP connection closed" (0xC5)
user-logout,Jul 04 09:52:46 special %PIX-4-700829:  SSH session from 212.0.130.157 on interface firm for user "gary21" disconnected by SSH server, reason: "TCP connection closed" (0x13)
user-logout,Dec 08 10:04:45 more %PIX-8-413305:  SSH session from 85.151.215.238 on interface issue for user "thompsonchristopher" disconnected by SSH server, reason: "TCP connection closed" (0x65)
user-logout,Feb 04 17:51:14 direction %PIX-9-332885:  SSH session from 16.52.30.193 on interface their for user "william29" disconnected by SSH server, reason: "TCP connection closed" (0x44)
user-logout,Mar 28 04:02:06 other %PIX-4-83734:  SSH session from 145.69.123.138 on interface behind for user "csmith" disconnected by SSH server, reason: "TCP connection closed" (0xB8)
user-logout,Jun 21 09:12:18 long %PIX-4-481313:  SSH session from 197.44.14.12 on interface threat for user "stephanieanderson" disconnected by SSH server, reason: "TCP connection closed" (0x44)
user-logout,Jan 20 18:26:05 blue %PIX-9-190566:  SSH session from 53.5.249.218 on interface with for user "hmurphy" disconnected by SSH server, reason: "TCP connection closed" (0x7B)
user-logout,Nov 19 16:38:40 leader %PIX-2-111650:  SSH session from 144.114.30.98 on interface name for user "thomas11" disconnected by SSH server, reason: "TCP connection closed" (0x15)
user-logout,May 28 09:53:22 quickly %PIX-8-294185:  SSH session from 152.253.113.76 on interface book for user "tjohnson" disconnected by SSH server, reason: "TCP connection closed" (0x21)
user-logout,Sep 24 22:11:18 none %PIX-8-395690:  SSH session from 37.113.4.73 on interface military for user "kevinhenderson" disconnected by SSH server, reason: "TCP connection closed" (0x91)
user-logout,Apr 28 19:57:49 past %PIX-7-997567:  SSH session from 123.143.43.216 on interface none for user "nsimpson" disconnected by SSH server, reason: "TCP connection closed" (0x91)
user-logout,Jul 03 08:10:32 check %PIX-8-670074:  SSH session from 178.46.237.86 on interface military for user "angela76" disconnected by SSH server, reason: "TCP connection closed" (0x19)
user-logout,Jan 06 14:51:25 point %PIX-3-496165:  SSH session from 153.220.215.196 on interface glass for user "jenniferdavis" disconnected by SSH server, reason: "TCP connection closed" (0x8B)
user-logout,Mar 16 00:33:29 whether %PIX-0-442546:  SSH session from 51.52.203.45 on interface bag for user "tara45" disconnected by SSH server, reason: "TCP connection closed" (0xDB)
user-logout,Mar 07 21:45:37 cold %PIX-0-777457:  SSH session from 152.62.136.244 on interface bank for user "heatherrichards" disconnected by SSH server, reason: "TCP connection closed" (0xC2)
user-logout,Mar 21 06:21:26 relate %PIX-5-605713:  SSH session from 29.215.61.177 on interface fire for user "emilyhensley" disconnected by SSH server, reason: "TCP connection closed" (0x9E)
user-logout,May 26 12:40:58 speech %PIX-4-875350:  SSH session from 159.115.57.101 on interface your for user "cheryl34" disconnected by SSH server, reason: "TCP connection closed" (0xDD)
user-logout,Oct 27 13:27:47 sort %PIX-3-263079:  SSH session from 196.33.133.98 on interface dog for user "twilliams" disconnected by SSH server, reason: "TCP connection closed" (0xD0)
user-logout,Oct 01 19:40:56 accept %PIX-4-215706:  SSH session from 108.59.220.50 on interface test for user "ztaylor" disconnected by SSH server, reason: "TCP connection closed" (0x2B)
user-logout,Dec 18 06:45:44 time %PIX-4-492992:  SSH session from 145.8.138.238 on interface moment for user "kevin44" disconnected by SSH server, reason: "TCP connection closed" (0xDE)
user-logout,Nov 26 16:06:00 man %PIX-6-341406:  SSH session from 46.195.111.184 on interface local for user "silvamike" disconnected by SSH server, reason: "TCP connection closed" (0xF0)
user-logout,Jul 29 08:40:11 word %PIX-0-538450:  SSH session from 25.201.119.156 on interface image for user "scott59" disconnected by SSH server, reason: "TCP connection closed" (0x4A)
user-logout,May 30 17:56:30 walk %PIX-7-452798:  SSH session from 222.247.109.84 on interface technology for user "leemark" disconnected by SSH server, reason: "TCP connection closed" (0xB0)
user-logout,Mar 06 21:45:54 TV %PIX-5-827860:  SSH session from 23.43.93.53 on interface admit for user "cjoseph" disconnected by SSH server, reason: "TCP connection closed" (0xAC)
user-logout,May 23 00:54:44 degree %PIX-2-378478:  SSH session from 25.90.223.227 on interface summer for user "srowe" disconnected by SSH server, reason: "TCP connection closed" (0xBA)
user-logout,Mar 05 02:40:49 future %PIX-5-292087:  SSH session from 184.189.127.245 on interface level for user "qtyler" disconnected by SSH server, reason: "TCP connection closed" (0xA9)
user-logout,Dec 13 07:27:14 she %PIX-1-674068:  SSH session from 110.3.135.119 on interface billion for user "jessicabishop" disconnected by SSH server, reason: "TCP connection closed" (0xC5)
user-logout,Dec 17 18:23:34 nice %PIX-9-288597:  SSH session from 71.138.82.56 on interface arm for user "williamwilson" disconnected by SSH server, reason: "TCP connection closed" (0x61)
user-logout,Mar 14 05:36:56 medical %PIX-7-681524:  SSH session from 152.71.2.140 on interface true for user "bakerdaniel" disconnected by SSH server, reason: "TCP connection closed" (0xCD)
user-logout,Nov 21 12:11:47 she %PIX-1-792982:  SSH session from 13.40.4.74 on interface bill for user "chris43" disconnected by SSH server, reason: "TCP connection closed" (0x75)
user-logout,Jul 20 08:03:51 bit %PIX-3-769182:  SSH session from 77.251.9.154 on interface medical for user "ksmith" disconnected by SSH server, reason: "TCP connection closed" (0xBF)
user-logout,Mar 01 14:32:58 about %PIX-3-149784:  SSH session from 46.56.7.170 on interface style for user "mstokes" disconnected by SSH server, reason: "TCP connection closed" (0xA0)
user-logout,Jul 01 07:01:01 rock %PIX-9-624914:  SSH session from 169.160.146.66 on interface environmental for user "josephjohnson" disconnected by SSH server, reason: "TCP connection closed" (0x22)
user-logout,Jun 04 12:37:04 over %PIX-1-500744:  SSH session from 141.31.244.168 on interface bring for user "denise31" disconnected by SSH server, reason: "TCP connection closed" (0x61)
user-logout,Jan 13 09:34:57 seven %PIX-7-123863:  SSH session from 5.132.156.202 on interface ever for user "robert64" disconnected by SSH server, reason: "TCP connection closed" (0xAE)
user-logout,May 06 10:48:55 finish %PIX-4-80109:  SSH session from 102.91.175.17 on interface certain for user "jose00" disconnected by SSH server, reason: "TCP connection closed" (0x81)
user-logout,Jan 11 16:29:11 vote %PIX-9-240072:  SSH session from 112.7.62.149 on interface wall for user "kellybrown" disconnected by SSH server, reason: "TCP connection closed" (0x2B)
user-logout,Apr 02 04:49:05 big %PIX-3-389950:  SSH session from 8.143.182.40 on interface hard for user "ncastro" disconnected by SSH server, reason: "TCP connection closed" (0xAD)
user-logout,Aug 20 01:42:56 morning %PIX-4-831232:  SSH session from 177.0.125.195 on interface page for user "lori28" disconnected by SSH server, reason: "TCP connection closed" (0xD3)
user-logout,Jan 04 00:13:24 recently %PIX-4-184488:  SSH session from 126.49.132.109 on interface despite for user "grahamerika" disconnected by SSH server, reason: "TCP connection closed" (0xA3)
user-logout,Mar 09 20:07:01 them %PIX-1-114783:  SSH session from 118.159.211.169 on interface challenge for user "mitchellmegan" disconnected by SSH server, reason: "TCP connection closed" (0xC8)
user-logout,Nov 05 09:17:48 quite %PIX-8-793434:  SSH session from 166.112.99.236 on interface begin for user "brian93" disconnected by SSH server, reason: "TCP connection closed" (0x38)
user-logout,Sep 09 08:48:20 majority %PIX-7-205127:  SSH session from 90.212.28.118 on interface determine for user "dyerbrian" disconnected by SSH server, reason: "TCP connection closed" (0x1D)
user-logout,Feb 17 22:54:53 skill %PIX-8-691392:  SSH session from 3.233.164.59 on interface more for user "mjohnson" disconnected by SSH server, reason: "TCP connection closed" (0x26)
user-logout,May 10 15:31:21 family %PIX-2-696406:  SSH session from 106.175.12.247 on interface conference for user "jessica46" disconnected by SSH server, reason: "TCP connection closed" (0x72)
user-logout,Dec 26 04:59:02 PM %PIX-7-998016:  SSH session from 97.131.85.218 on interface consumer for user "sean25" disconnected by SSH server, reason: "TCP connection closed" (0xA0)
user-logout,Apr 30 07:53:40 nation %PIX-3-977708:  SSH session from 103.160.200.144 on interface personal for user "bradleydavis" disconnected by SSH server, reason: "TCP connection closed" (0xFF)
user-logout,Mar 02 08:36:56 huge %PIX-6-751136:  SSH session from 128.66.198.185 on interface process for user "amanda74" disconnected by SSH server, reason: "TCP connection closed" (0x81)
user-logout,Feb 23 03:45:12 attention %PIX-2-818759:  SSH session from 80.247.18.115 on interface Mr for user "perezstephanie" disconnected by SSH server, reason: "TCP connection closed" (0x25)
user-logout,Nov 01 23:42:50 church %PIX-8-153313:  SSH session from 75.218.60.38 on interface analysis for user "sflores" disconnected by SSH server, reason: "TCP connection closed" (0xCF)
user-logout,Apr 13 15:24:11 leader %PIX-6-371759:  SSH session from 171.22.201.170 on interface fill for user "williamstevens" disconnected by SSH server, reason: "TCP connection closed" (0x7F)
user-logout,Aug 23 10:58:31 author %PIX-1-814032:  SSH session from 82.77.224.215 on interface prepare for user "linda57" disconnected by SSH server, reason: "TCP connection closed" (0x04)
user-logout,Apr 02 10:12:32 voice %PIX-5-707526:  SSH session from 48.194.76.139 on interface truth for user "triley" disconnected by SSH server, reason: "TCP connection closed" (0xE0)
user-logout,Oct 22 15:44:53 model %PIX-0-979246:  SSH session from 208.87.130.123 on interface interest for user "annamorrison" disconnected by SSH server, reason: "TCP connection closed" (0xF8)
user-logout,Sep 20 10:47:02 teacher %PIX-9-204476:  SSH session from 75.42.156.116 on interface option for user "leslie25" disconnected by SSH server, reason: "TCP connection closed" (0xE4)
user-logout,Aug 09 14:16:50 everybody %PIX-4-795787:  SSH session from 168.53.58.175 on interface anything for user "parkerclaudia" disconnected by SSH server, reason: "TCP connection closed" (0x40)
user-logout,Nov 17 03:39:53 food %PIX-7-386667:  SSH session from 22.189.147.106 on interface listen for user "nwade" disconnected by SSH server, reason: "TCP connection closed" (0xCD)
user-logout,Jun 14 13:47:03 short %PIX-6-39259:  SSH session from 92.228.233.107 on interface per for user "cruzkathryn" disconnected by SSH server, reason: "TCP connection closed" (0x44)
user-logout,Apr 24 23:19:16 top %PIX-0-638663:  SSH session from 196.158.108.120 on interface never for user "russellamy" disconnected by SSH server, reason: "TCP connection closed" (0x28)
user-logout,Sep 28 03:37:49 surface %PIX-2-142758:  SSH session from 84.65.185.200 on interface identify for user "samanthafrazier" disconnected by SSH server, reason: "TCP connection closed" (0x3F)
user-logout,Apr 15 22:52:21 similar %PIX-8-627149:  SSH session from 18.249.88.246 on interface manager for user "christopher35" disconnected by SSH server, reason: "TCP connection closed" (0x06)
user-logout,Jun 09 22:40:44 today %PIX-8-361355:  SSH session from 150.188.0.35 on interface put for user "burkejerome" disconnected by SSH server, reason: "TCP connection closed" (0x0C)
user-logout,May 25 00:32:54 might %PIX-5-502777:  SSH session from 154.43.71.139 on interface fire for user "allisoncheryl" disconnected by SSH server, reason: "TCP connection closed" (0x50)
user-logout,Oct 26 00:13:48 within %PIX-5-242271:  SSH session from 210.34.174.15 on interface become for user "jeromecook" disconnected by SSH server, reason: "TCP connection closed" (0x2D)
user-logout,Jan 03 23:44:38 only %PIX-8-509250:  SSH session from 100.16.233.115 on interface necessary for user "linda04" disconnected by SSH server, reason: "TCP connection closed" (0x66)
user-logout,Jan 23 14:02:26 kid %PIX-6-206739:  SSH session from 95.32.196.69 on interface across for user "hmiller" disconnected by SSH server, reason: "TCP connection closed" (0xB4)
user-logout,Mar 30 09:39:29 consider %PIX-9-961926:  SSH session from 193.181.106.10 on interface investment for user "kevin27" disconnected by SSH server, reason: "TCP connection closed" (0x3D)
user-logout,Jan 09 21:40:00 pretty %PIX-3-647169:  SSH session from 155.42.227.121 on interface support for user "mary66" disconnected by SSH server, reason: "TCP connection closed" (0x38)
user-logout,Aug 06 14:02:19 attention %PIX-7-733917:  SSH session from 11.11.78.149 on interface forget for user "adam85" disconnected by SSH server, reason: "TCP connection closed" (0x9D)
user-logout,Jan 30 20:01:19 second %PIX-9-602824:  SSH session from 219.240.11.139 on interface structure for user "mpeterson" disconnected by SSH server, reason: "TCP connection closed" (0xBB)
user-logout,Apr 28 22:50:01 pattern %PIX-5-655652:  SSH session from 134.106.132.106 on interface next for user "simmonsjoseph" disconnected by SSH server, reason: "TCP connection closed" (0xAA)
user-logout,Aug 09 00:38:22 wall %PIX-4-292294:  SSH session from 185.250.40.107 on interface ball for user "woodswilliam" disconnected by SSH server, reason: "TCP connection closed" (0x0E)
user-logout,Sep 15 23:24:54 physical %PIX-8-634187:  SSH session from 190.104.48.8 on interface statement for user "butlercurtis" disconnected by SSH server, reason: "TCP connection closed" (0x9D)
user-logout,Feb 03 21:17:14 magazine %PIX-8-665055:  SSH session from 98.62.194.202 on interface do for user "lee94" disconnected by SSH server, reason: "TCP connection closed" (0x04)
user-logout,Mar 29 01:25:15 spend %PIX-2-323130:  SSH session from 38.17.144.200 on interface security for user "ulewis" disconnected by SSH server, reason: "TCP connection closed" (0x95)
user-logout,Sep 18 01:54:06 require %PIX-2-331881:  SSH session from 120.102.6.172 on interface physical for user "sean97" disconnected by SSH server, reason: "TCP connection closed" (0x40)
user-logout,Sep 01 19:36:32 matter %PIX-4-104098:  SSH session from 221.92.169.163 on interface authority for user "angel74" disconnected by SSH server, reason: "TCP connection closed" (0xEA)
